id,source,city,district,rooms,area_m2,floor,total_floors,price_tenge,price_per_m2,price_segment,seller_type,listing_date,title,address,url,listing_id
2902,krisha,Карагандa,Казыбек би р-н,1.0,33.0,5.0,5.0,120000,3636.4,middle,agency,2026-03-18,1-комнатная квартира · 33 м² · 5/5 этаж,"Казыбек би р-н, мкр Кунгей  , Ермекова 29/3",https://krisha.kz/a/show/1010543795,1010543795
2903,krisha,Карагандa,Алихана Бокейханова р-н,2.0,45.0,1.0,5.0,70000,1555.6,low,owner,2026-03-18,2-комнатная квартира · 45 м² · 1/5 этаж,"Алихана Бокейханова р-н, Майкудук, Майкудук, 14й микрорайон 41",https://krisha.kz/a/show/1010210078,1010210078
2904,krisha,Карагандa,Казыбек би р-н,2.0,52.0,5.0,5.0,200000,3846.2,middle,owner,2026-03-18,2-комнатная квартира · 52 м² · 5/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, мкр Орбита 26",https://krisha.kz/a/show/1009829586,1009829586
2905,krisha,Карагандa,Алихана Бокейханова р-н,1.0,33.0,2.0,5.0,100000,3030.3,low,owner,2026-03-18,1-комнатная квартира · 33 м² · 2/5 этаж,"Алихана Бокейханова р-н, Майкудук, 19й микрорайон 45",https://krisha.kz/a/show/1006573289,1006573289
2906,krisha,Карагандa,Казыбек би р-н,2.0,63.0,1.0,6.0,300000,4761.9,high,owner,2026-03-18,2-комнатная квартира · 63 м² · 1/6 этаж,"Казыбек би р-н, мкр Юго-Восток, Таттимбета 35",https://krisha.kz/a/show/1010152836,1010152836
2907,krisha,Карагандa,Казыбек би р-н,2.0,74.0,2.0,10.0,200000,2702.7,middle,owner,2026-03-18,2-комнатная квартира · 74 м² · 2/10 этаж,"Казыбек би р-н, мкр Новый Город, Ул.Ермекова 106/4 — Березка",https://krisha.kz/a/show/1006169521,1006169521
2908,krisha,Карагандa,Казыбек би р-н,3.0,56.0,3.0,5.0,250000,4464.3,high,owner,2026-03-18,3-комнатная квартира · 56 м² · 3/5 этаж,"Казыбек би р-н, мкр Новый Город, Лободы 31",https://krisha.kz/a/show/1008042873,1008042873
2909,krisha,Карагандa,Казыбек би р-н,2.0,41.0,1.0,5.0,180000,4390.2,middle,owner,2026-03-18,2-комнатная квартира · 41 м² · 1/5 этаж,"Казыбек би р-н, Алиханова",https://krisha.kz/a/show/687464483,687464483
2910,krisha,Карагандa,Казыбек би р-н,1.0,37.0,3.0,5.0,120000,3243.2,middle,owner,2026-03-18,1-комнатная квартира · 37 м² · 3/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, 28й микрорайон 2",https://krisha.kz/a/show/1010279848,1010279848
2911,krisha,Карагандa,Алихана Бокейханова р-н,2.0,45.0,2.0,5.0,130000,2888.9,middle,unknown,2026-03-18,2-комнатная квартира · 45 м² · 2/5 этаж,"Алихана Бокейханова р-н, Майкудук, Майкудук, 16й микрорайон 23 — ТД Real",https://krisha.kz/a/show/1009333951,1009333951
2912,krisha,Карагандa,Казыбек би р-н,2.0,65.0,2.0,10.0,200000,3076.9,middle,unknown,2026-03-18,2-комнатная квартира · 65 м² · 2/10 этаж,"Казыбек би р-н, мкр Юго-Восток, Строителей 23/7 — Office 33, ТД Новая Корзина, КазахМыс",https://krisha.kz/a/show/1009795542,1009795542
2913,krisha,Карагандa,Казыбек би р-н,1.0,42.0,9.0,9.0,140000,3333.3,middle,owner,2026-03-18,1-комнатная квартира · 42 м² · 9/9 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, мкр Степной 1 45",https://krisha.kz/a/show/687664987,687664987
2914,krisha,Карагандa,Казыбек би р-н,1.0,32.0,1.0,9.0,130000,4062.5,middle,owner,2026-03-18,1-комнатная квартира · 32 м² · 1/9 этаж,"Казыбек би р-н, мкр Юго-Восток, Шахтеров 1",https://krisha.kz/a/show/1008757714,1008757714
2915,krisha,Карагандa,Алихана Бокейханова р-н,1.0,39.0,4.0,5.0,90000,2307.7,low,owner,2026-03-18,1-комнатная квартира · 39 м² · 4/5 этаж,"Алихана Бокейханова р-н, Майкудук, Майкудук, 14й микрорайон 20 а — Магазин Казахстан",https://krisha.kz/a/show/1006659644,1006659644
2916,krisha,Карагандa,Казыбек би р-н,1.0,55.0,2.0,10.0,150000,2727.3,middle,owner,2026-03-18,1-комнатная квартира · 55 м² · 2/10 этаж,"Казыбек би р-н, мкр Юго-Восток, Муканова 47/3 — Остановка Айза",https://krisha.kz/a/show/695156353,695156353
2917,krisha,Карагандa,Казыбек би р-н,2.0,48.0,3.0,5.0,200000,4166.7,middle,owner,2026-03-18,2-комнатная квартира · 48 м² · 3/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Сатыбалдина 16 — Базар Арай",https://krisha.kz/a/show/1010541499,1010541499
2918,krisha,Карагандa,Алихана Бокейханова р-н,2.0,48.0,4.0,4.0,90000,1875.0,low,owner,2026-03-18,2-комнатная квартира · 48 м² · 4/4 этаж,"Алихана Бокейханова р-н, Майкудук, 14-шағынаудан 20а — 14 микр 20 а дом 4 этаж да орналаскан",https://krisha.kz/a/show/1010540975,1010540975
2919,krisha,Карагандa,Казыбек би р-н,1.0,40.0,2.0,6.0,150000,3750.0,middle,owner,2026-03-18,1-комнатная квартира · 40 м² · 2/6 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, мкр Степной 4 23 — Магазин Алмаз,школа .",https://krisha.kz/a/show/760751077,760751077
2920,krisha,Карагандa,Казыбек би р-н,2.0,41.0,3.0,9.0,200000,4878.0,middle,owner,2026-03-18,2-комнатная квартира · 41 м² · 3/9 этаж,"Казыбек би р-н, мкр Юго-Восток, Таттимбета 10/14 — Магнум, Норма, Школа-лицей 101",https://krisha.kz/a/show/691508487,691508487
2921,krisha,Карагандa,Алихана Бокейханова р-н,1.0,31.0,4.0,5.0,80000,2580.6,low,owner,2026-03-18,1-комнатная квартира · 31 м² · 4/5 этаж,"Алихана Бокейханова р-н, Майкудук, Магнитогорская 39",https://krisha.kz/a/show/1010337704,1010337704
2922,krisha,Карагандa,Казыбек би р-н,4.0,78.0,2.0,5.0,280000,3589.7,high,owner,2026-03-18,4-комнатная квартира · 78 м² · 2/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Степной 2",https://krisha.kz/a/show/1009561474,1009561474
2923,krisha,Карагандa,Казыбек би р-н,2.0,58.0,2.0,9.0,200000,3448.3,middle,agency,2026-03-18,2-комнатная квартира · 58 м² · 2/9 этаж,"Казыбек би р-н, мкр Юго-Восток, проспект шахтеров 23/7 — проспект Строителей",https://krisha.kz/a/show/1010540261,1010540261
2924,krisha,Карагандa,Казыбек би р-н,2.0,44.0,2.0,5.0,170000,3863.6,middle,owner,2026-03-18,2-комнатная квартира · 44 м² · 2/5 этаж,"Казыбек би р-н, мкр Новый Город, Ерубаева 50",https://krisha.kz/a/show/690802795,690802795
2925,krisha,Карагандa,Казыбек би р-н,2.0,44.2,4.0,4.0,200000,4524.9,middle,owner,2026-03-18,2-комнатная квартира · 44.2 м² · 4/4 этаж,"Казыбек би р-н, мкр Новый Город, Назарбаева 44 — Назарбаева-Шакирова",https://krisha.kz/a/show/1004823390,1004823390
2926,krisha,Карагандa,Алихана Бокейханова р-н,3.0,64.0,3.0,5.0,120000,1875.0,middle,owner,2026-03-18,3-комнатная квартира · 64 м² · 3/5 этаж,"Алихана Бокейханова р-н, Майкудук, Майкудук, 14й микрорайон 17",https://krisha.kz/a/show/1001641058,1001641058
2927,krisha,Карагандa,Казыбек би р-н,1.0,36.0,1.0,5.0,140000,3888.9,middle,owner,2026-03-18,1-комнатная квартира · 36 м² · 1/5 этаж,"Казыбек би р-н, ул. Камали Дүйсембекова дом 53 — Орбиты",https://krisha.kz/a/show/1004759173,1004759173
2928,krisha,Карагандa,Казыбек би р-н,2.0,46.0,5.0,5.0,180000,3913.0,middle,owner,2026-03-18,2-комнатная квартира · 46 м² · 5/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Керамическая 80",https://krisha.kz/a/show/1010537576,1010537576
2929,krisha,Карагандa,Казыбек би р-н,2.0,45.0,3.0,5.0,150000,3333.3,middle,owner,2026-03-18,2-комнатная квартира · 45 м² · 3/5 этаж,"Казыбек би р-н, мкр Новый Город, Н.Абдирова 33",https://krisha.kz/a/show/1000320457,1000320457
2930,krisha,Карагандa,Казыбек би р-н,2.0,50.0,8.0,9.0,180000,3600.0,middle,owner,2026-03-18,2-комнатная квартира · 50 м² · 8/9 этаж,"Казыбек би р-н, мкр Юго-Восток, Муканова",https://krisha.kz/a/show/1000134438,1000134438
2931,krisha,Карагандa,Казыбек би р-н,2.0,59.0,12.0,17.0,450000,7627.1,high,owner,2026-03-18,2-комнатная квартира · 59 м² · 12/17 этаж,"Казыбек би р-н, мкр Юго-Восток, Республики 23, 23/2 — Шахтеров",https://krisha.kz/a/show/1009731876,1009731876
2932,krisha,Карагандa,Алихана Бокейханова р-н,1.0,35.0,5.0,5.0,90000,2571.4,low,owner,2026-03-18,1-комнатная квартира · 35 м² · 5/5 этаж,"Алихана Бокейханова р-н, Жекибаева — Жекибаева-Мануильского",https://krisha.kz/a/show/1000975066,1000975066
2933,krisha,Карагандa,Казыбек би р-н,2.0,50.0,5.0,9.0,170000,3400.0,middle,owner,2026-03-18,2-комнатная квартира · 50 м² · 5/9 этаж,"Казыбек би р-н, мкр Юго-Восток, Республики — Старая Корзина",https://krisha.kz/a/show/695633032,695633032
2934,krisha,Карагандa,Казыбек би р-н,2.0,45.0,2.0,5.0,170000,3777.8,middle,owner,2026-03-18,2-комнатная квартира · 45 м² · 2/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Муканова 16",https://krisha.kz/a/show/697312642,697312642
2935,krisha,Карагандa,Казыбек би р-н,3.0,63.0,2.0,10.0,250000,3968.3,high,owner,2026-03-18,3-комнатная квартира · 63 м² · 2/10 этаж,"Казыбек би р-н, Улица Затаевича 83",https://krisha.kz/a/show/1004828785,1004828785
2936,krisha,Карагандa,Казыбек би р-н,1.0,35.0,2.0,5.0,120000,3428.6,middle,owner,2026-03-18,1-комнатная квартира · 35 м² · 2/5 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, 28й микрорайон 21 — По Пр.Строителей",https://krisha.kz/a/show/1007551671,1007551671
2937,krisha,Карагандa,Казыбек би р-н,2.0,46.0,2.0,5.0,180000,3913.0,middle,owner,2026-03-18,2-комнатная квартира · 46 м² · 2/5 этаж,"Казыбек би р-н, мкр Новый Город, Алиханова — Ерубаева",https://krisha.kz/a/show/1010200563,1010200563
2938,krisha,Карагандa,Казыбек би р-н,1.0,43.0,7.0,9.0,150000,3488.4,middle,owner,2026-03-18,1-комнатная квартира · 43 м² · 7/9 этаж,"Казыбек би р-н, мкр Юго-Восток, Мкр Орбита",https://krisha.kz/a/show/1010241584,1010241584
2939,krisha,Карагандa,Казыбек би р-н,3.0,73.0,2.0,9.0,200000,2739.7,middle,owner,2026-03-18,3-комнатная квартира · 73 м² · 2/9 этаж,"Казыбек би р-н, Татттимбета 19",https://krisha.kz/a/show/698563922,698563922
2940,krisha,Карагандa,Казыбек би р-н,2.0,54.0,3.0,5.0,300000,5555.6,high,owner,2026-03-18,2-комнатная квартира · 54 м² · 3/5 этаж,"Казыбек би р-н, Н.Назарбаева 24",https://krisha.kz/a/show/1002531287,1002531287
2941,krisha,Карагандa,Алихана Бокейханова р-н,2.0,57.0,3.0,5.0,120000,2105.3,middle,owner,2026-03-18,2-комнатная квартира · 57 м² · 3/5 этаж,"Алихана Бокейханова р-н, Майкудук, Майкудук, 14 мкрн улица бирюзова 41 — улица бирюзова 41",https://krisha.kz/a/show/1010535121,1010535121
2942,krisha,Карагандa,Казыбек би р-н,2.0,60.0,2.0,4.0,280000,4666.7,high,owner,2026-03-18,2-комнатная квартира · 60 м² · 2/4 этаж,"Казыбек би р-н, мкр Новый Город, Бухар Жырау 15 — Центр города",https://krisha.kz/a/show/699956393,699956393
